IndustryCode,DataYear,Gamma,NPlants
2098,1972,-0.010079856718523893,159.5264912709132
2099,1972,0.0011520416302639093,1876.0754334840026
20,1977,0.0027161957963735637,23850.90845417101
2011,1977,0.0311130416970249,2243.040091195234
2013,1977,0.0037747125114734456,1229.8645484604046
2016,1977,0.04798855389490274,396.08571350675504
2017,1977,0.03910518958302255,134.76581346763905
2021,1977,0.07813917528148014,116.18906649332614
2022,1977,0.14473168993101962,762.3726199791109
2023,1977,0.04396703882644681,266.0591322863128
2024,1977,0.0012044248257967682,557.7948539408985
2026,1977,0.0006711855357249304,1726.1224004916064
2032,1977,-0.017291222616749886,180.37108545847897
2033,1977,0.05800884211146345,816.109216300825
2034,1977,0.17431414253887056,186.06300610338445
2035,1977,0.009527693647653364,387.4141217954605
2037,1977,0.07834773585908071,316.0380510999636
2038,1977,-0.0014492770755678266,361.6971845315187
2041,1977,0.018618505959319756,355.88531947558323
2043,1977,0.017813520806907523,94.86805471134207
2044,1977,0.16316665343826353,49.547022062235044
2045,1977,0.04732396214417777,162.49997923425914
2046,1977,0.08508805917907725,272.20748502192515
2047,1977,0.0002979882802865668,261.49497260471463
2048,1977,0.021328571163698507,1909.8667646334989
2051,1977,-0.0006766046755426877,2688.0023669854895
2052,1977,0.016915711179770032,292.74559907102685
2061,1977,0.26262122262458226,65.59568579753319
2062,1977,0.0007230655501129194,43.772318447183466
2063,1977,0.03683196270536162,885.8670741023683
2065,1977,0.041718676669349294,795.8956054902015
2066,1977,0.2442234293830923,38.92473467931753
2067,1977,-0.05063433067848798,85.40555993386182
2074,1977,0.11189402126458016,128.95471113179977
2075,1977,0.07903074821935313,119.41884576957446
2076,1977,-0.017198510287270367,23.804955346537497
2077,1977,0.005079179494702624,459.27149983945117
2079,1977,0.006470028918600707,111.05611796171765
2082,1977,0.005543770317819536,106.76579640329048
2083,1977,0.10282618711644835,88.1785631923933
2084,1977,0.4474146087703944,247.02890899645467
2085,1977,0.06394228735220149,90.12725017540092
2086,1977,0.004467411244922156,2045.302985378055
2087,1977,0.03654591093960619,345.51826661360127
2091,1977,0.09964359046189872,217.3793872512094
2092,1977,0.042197338513888634,849.6210107572924
2095,1977,0.04720713569941892,135.1994851994852
2097,1977,0.016533354158816356,603.577106518283
2098,1977,-0.000519375621155952,170.65238363412806
2099,1977,0.004415709587523442,1826.8847407252365
20,1982,0.0033483849864642578,20852.847589457622
2011,1982,0.03746089640313964,1675.238028691473
2013,1982,0.0042178492272572175,1280.1827959426869
2016,1982,0.04630397574923189,404.0574659421195
2017,1982,0.03261400366032647,144.8108833722424
2021,1982,0.07141639743889946,55.701180751890696
2022,1982,0.13896966942919398,650.7483379694334
2023,1982,0.034917458467904026,234.06904661951958
2024,1982,-0.0013122206013963021,518.668946863673
2026,1982,0.005699815331564509,1113.6905887801604
2032,1982,-0.01534089984835906,188.5748226106971
2034,1982,0.2695267624519425,128.95285891153267
2035,1982,0.010678396386079326,372.5091799933983
2037,1982,0.06939252548606482,234.46164632427158
2038,1982,-0.0009899629966872898,361.9246535019213
2041,1982,0.01717580053353423,314.1707907427989
2043,1982,-0.021870679133468372,39.9809940824812
2044,1982,0.1580976667348621,51.011315311518146
2045,1982,-0.007511626968972208,86.92310102046412
2046,1982,0.09303960620147902,50.93402260990544
2047,1982,0.00369362881646907,277.558611583559
2048,1982,0.021389339621330414,1788.5192270587809
2051,1982,-0.0009396958576145601,2114.382109814102
2052,1982,0.014138818931059135,313.86543304972463
2061,1982,0.2456536096535181,44.20281764787082
2062,1982,0.03492664593952865,124.06628395214344
2063,1982,0.0461115203502726,380.016821165926
2065,1982,0.02995303156753557,762.4203226914325
2066,1982,0.6348312999227719,52.9644536310242
2067,1982,-0.03385054542844583,23.597214265163686
2074,1982,0.11343246818291798,71.77433881287837
2075,1982,0.08611113854163245,96.93269835257664
2076,1982,-0.038224700120793424,41.973429166634034
2077,1982,0.006676396652592915,374.10321071578676
2079,1982,0.01513207793113964,107.68366823133556
2082,1982,-0.011232795200346252,81.37058882615705
2083,1982,0.17469405168574967,29.687308287713968
2084,1982,0.4910532202523438,362.2141239788299
2085,1982,0.0893058125604031,108.07786636640593
2086,1982,0.00398628425268059,1518.1458915094295
2087,1982,0.012633574511295334,338.3675778199104
2091,1982,0.13105874204529785,192.57570180491072
2092,1982,0.0458265339813437,766.4391209461445
2095,1982,0.03761220866936588,134.31538674946384
2097,1982,0.017824523070104945,583.7383602089485
2098,1982,0.0005205497631423943,186.17712441241852
2099,1982,0.005250614395853337,1828.2257928340828
20,1987,0.003539436271952466,19280.154710600356
2011,1987,0.03937361219207576,1312.9410305361366
2013,1987,0.00684243104819747,1296.3112699554074
2015,1987,0.057255493362328706,448.6265389562939
2021,1987,0.0480624204274012,28.874121876150273
2022,1987,0.13564949151774264,616.6383711406554
2023,1987,0.04503190612624357,203.21168881006608
2024,1987,-0.003271665057938966,507.000677081813
2026,1987,0.006929092852942025,879.4732998340512
2032,1987,-0.011673234573642043,185.1704444754277
2033,1987,0.03965712669276179,591.4584476693287
2034,1987,0.26932980324600164,142.3540273827472
2035,1987,0.003437148434948975,384.01053793611317
2037,1987,0.06808373412224314,232.16432241364012
2038,1987,0.005170104118109886,274.62274844130786
2041,1987,0.11106631758744004,364.45148422836047
2043,1987,0.00602108673058355,59.75826496845587
2044,1987,0.15929405469387373,55.93181533394515
2045,1987,0.005471998563328729,124.57191416926779
2046,1987,0.13173788470734585,66.90178802798981
2047,1987,0.006272355420235946,195.73529827079523
2048,1987,0.01979721513500214,1738.1950916433675
2051,1987,0.0025892833854433066,2157.23948599119
2052,1987,0.011334773515188846,340.5957619963042
2053,1987,0.0010120032080742998,91.44294844092005
2061,1987,0.4112828960659542,59.850021513307524
2062,1987,-0.047588954272422976,44.69485835621075
2064,1987,0.05401561912115299,626.0468716384245
2066,1987,0.0916302621227146,150.18274861121444
2067,1987,-0.023388599898305384,86.46196337959094
2068,1987,0.06100899426533523,129.60368043684474
2074,1987,0.009160049683131062,46.38047203970125
2075,1987,0.05051593932738694,106.10391028393056
2076,1987,0.04329605023548095,18.5214626391097
2077,1987,0.011736435505857803,310.5048543182417
2079,1987,0.01653583715729751,97.13816052558447
2082,1987,-0.0034257577853785874,152.5669672851717
2083,1987,0.22655949795284125,68.25192332291724
2084,1987,0.5242539573555313,471.7668038154854
2085,1987,0.07515016685929324,59.65966493349861
2086,1987,0.006406179877808071,1114.9950473735805
2087,1987,-0.0025337530536084416,279.8163999989558
2091,1987,0.05262072805041477,172.8600666734541
2092,1987,0.03384755695359094,608.4243365977935
2095,1987,0.01768083256095929,117.3325349795938
2096,1987,0.010590095510541185,345.651843724866
2097,1987,0.013008748045814105,503.81558028616854
2098,1987,-0.01776686624961207,230.95403034551111
2099,1987,0.009749261535820175,1462.1176789207352
20,1992,0.004571015204727666,18975.84596172683
2011,1992,0.0495442765567135,1272.7121607689191
2013,1992,0.009275878406000164,1202.5344822362888
2015,1992,0.05633686049230025,521.3153197828084
2021,1992,0.15379162346423428,36.613778875949265
2022,1992,0.11788966065088931,542.4748096924928
2023,1992,0.017594591226589226,221.934141862674
2024,1992,-0.0074031563174194945,419.2084950402328
2026,1992,-0.0012304430439855991,717.6480454873281
2032,1992,-0.012458822502334089,181.9700703969016
2033,1992,0.04038674396798517,605.7049599503771
2034,1992,0.23028200400109358,113.30545986476679
2035,1992,0.002587431015972205,359.00623233280436
2037,1992,0.05769612475171677,218.22521079741634
2038,1992,0.003204352532772622,344.3088705885655
2041,1992,0.0132020143442962,309.35978390339443
2043,1992,0.013312826115867432,46.62137141895193
2044,1992,0.1553078233001946,54.55836923433272
2045,1992,0.0024055032932596824,208.4979635168257
2046,1992,0.14610602494497005,39.1968248824043
2047,1992,0.004632746679715208,132.8900346151204
2048,1992,0.017269815883565822,1664.1263757896616
2051,1992,-0.00012109420331743918,2273.6579294863263
2052,1992,0.012036195516965465,396.33626206253103
2053,1992,0.017403814567240546,143.90998965035476
2061,1992,0.1555445306104298,90.54809927020881
2062,1992,-0.05989060506568273,258.01674960553464
2063,1992,0.016926735093513563,231.23732251521298
2064,1992,0.04719373264775693,657.0594173317792
2066,1992,0.17125149576413154,167.4416322489345
2068,1992,0.05271293869095442,95.19500518912852
2074,1992,0.12216790099679804,82.78054931198947
2075,1992,0.08945489691712069,80.37249467269751
2076,1992,-0.026274742861786823,28.276175334998864
2077,1992,0.008542634805850522,277.0740169320291
2079,1992,0.00507624001045309,95.69387827146448
2082,1992,0.012201389505551762,185.02152252318126
2083,1992,0.13551251039717505,64.64518705898017
2084,1992,0.5719750850954082,490.220131092342
2085,1992,0.13078348362805683,57.48067421495413
2086,1992,-0.0000436021151431327,837.3538340534228
2087,1992,0.016935574331943513,248.80149636741933
2091,1992,0.07195421457041969,143.4269310537059
2092,1992,0.08248840688678488,655.429999140071
2095,1992,-0.0005507662500400375,176.11621790120773
2096,1992,0.005814578720288455,403.35880618244926
2097,1992,0.0021490650865062023,508.1881214741255
2098,1992,-0.003546206773229504,216.41788122518346
2099,1992,0.01102152699977741,1546.1336640290592
311,1997,0.005093325592583081,25165.73276155769
311111,1997,-0.0064463577056763,174.6294051649837
311119,1997,0.01267541503736842,1485.0807144174285
311211,1997,0.009608778462885626,363.26702534336374
311212,1997,0.14766548735964413,67.66804245265934
311213,1997,0.12605706348778997,36.13671224151202
311221,1997,0.12099693962804235,62.210840635394845
311222,1997,0.07720150565305853,90.86847117080569
311223,1997,-0.0049948038155556455,51.76243470361118
311225,1997,0.00861339571843982,123.82566424858514
311230,1997,0.0067557318509899955,65.43450108439541
311311,1997,0.08940930938354028,75.66875449338163
311312,1997,-0.06868942494742385,21.708727545845907
311313,1997,0.01855775098615148,45.01612847522853
311320,1997,0.16087636015286672,148.3941559745536
311330,1997,0.030104421968729,828.0767699260628
311340,1997,0.027093312917089978,578.3922106402267
311411,1997,0.04602652441174763,243.7704566759514
311412,1997,0.008364817245329875,403.16585617860346
311421,1997,0.03195263264614528,757.7834839379466
311422,1997,-0.0063429415223814544,131.61908343595144
311423,1997,0.18629767512533532,138.0393287472906
311511,1997,0.01653204645597399,598.921804686391
311512,1997,0.18956262171093125,32.50288857388249
311513,1997,0.11825148018848625,500.81696608861733
311514,1997,0.009028758827825048,206.93159157012087
311520,1997,-0.004605219640913419,421.67239104006177
311611,1997,0.04601043776664391,1392.159984389018
311612,1997,0.016166456836680974,1262.6244473231784
311613,1997,0.004760796658226861,237.983147082247
311615,1997,0.05938172385419497,441.41747629767514
311711,1997,0.0819387658448977,157.92694284412028
311712,1997,0.07462730479061627,645.338823812957
311811,1997,0.011063815488120486,6763.259322927679
311812,1997,0.0007875027476446824,2691.871941286318
311813,1997,0.012598743339918384,224.8282787405072
311821,1997,0.017650707228477672,358.283175053853
311822,1997,0.007782744915071092,230.61432138931863
311823,1997,-0.00001558915679752087,255.72954770317853
311830,1997,0.07734760834294858,206.60639826032232
311911,1997,0.07649432998872355,142.39447406684621
311919,1997,0.009459379316659966,485.8593408987156
311920,1997,0.42304650369061386,224.8026812345945
311930,1997,0.009270755540346952,167.1916035922121
311941,1997,-0.0025579655803924864,300.62480300294993
311942,1997,0.004255061510780826,259.2750299869324
311991,1997,0.020428045912334804,418.17917942985787
311999,1997,0.009079981276044409,789.277202673034
311,2002,0.005686987158013454,27609.820309112485
311111,2002,0.012247664796747841,242.85976074390985
311119,2002,0.00961273005174193,1550.4588258077101
311211,2002,0.008600018251525293,328.051407193395
311212,2002,0.18286235515030969,72.45006070716009
311213,2002,0.1197047503685229,24.955152704138506
311221,2002,0.15037073950457183,65.99759847561783
311222,2002,0.0901111770542741,116.70988468250133
311223,2002,-0.009954784249770532,40.116584564860425
311225,2002,0.015079022131579151,113.98575660036109
311230,2002,0.020729909264996613,62.863192333655654
311311,2002,0.10159384165052211,31.268419572551245
311312,2002,-0.11669599835347749,20.444736974892262
311313,2002,0.03773947741847483,39.866184557361024
311320,2002,0.04378753456366327,138.63950559071182
311330,2002,0.023362042922806334,1140.313354182366
311340,2002,0.033247151873387795,509.8704922544194
311411,2002,0.06919421163317656,219.6532959437166
311412,2002,0.010709215180360252,394.2519792307133
311421,2002,0.032224188943942966,734.6698313186176
311422,2002,-0.02897162847041169,120.24616146826224
311423,2002,0.13469143212207593,178.73794390935296
311511,2002,0.0006651733377196705,499.7450341372921
311512,2002,0.10621994004259062,31.597730518115913
311513,2002,0.1189382015381369,485.3363297639622
311514,2002,0.011679458179086447,203.29209057528425
311520,2002,-0.006272770729983758,391.12130135234906
311611,2002,0.04622486363939932,1740.307148639409
311612,2002,0.013489228175633288,1282.8869861728313
311613,2002,0.0022343563233871225,225.0350256344171
311615,2002,0.05818299719814095,527.9222819502943
311711,2002,0.06652205232028607,139.38070876914688
311712,2002,0.07651226517181696,595.5841093260574
311811,2002,0.008662662642998045,8025.931298148336
311812,2002,0.0008948484508298139,2376.4034715838925
311813,2002,0.004024234789675142,246.15188527963645
311821,2002,0.026509294164598247,326.97334857409544
311822,2002,0.009414153261110758,214.38697609728564
311823,2002,0.011179788206703727,187.1954036041257
311830,2002,0.07903528835849499,273.05146390576994
311911,2002,0.07643585077530088,154.3687578540662
311919,2002,0.01462580532141541,321.09588659102127
311920,2002,-0.008960595710534924,261.67009250044646
311930,2002,-0.006111445274117721,156.54246667917022
311941,2002,-0.006238927014825241,283.64310332827114
311942,2002,0.004234242214849482,289.814381530131
311991,2002,0.035194859666290025,589.5675733311709
311999,2002,0.010984904171707777,1639.0700255281874
311,2007,0.005927114769916901,14657.203285175825
311111,2007,0.0025996495245163807,165.16368196475548
311119,2007,0.011572448403478477,1023.832280806926
311211,2007,0.00972983214062464,216.70732889444855
311212,2007,0.05078394797663726,49.29204353991088
311213,2007,0.010645404547922687,20.198566938424953
311221,2007,0.16479270377250327,46.15147599547895
311222,2007,0.08594030215953923,89.46629560067694
311223,2007,-0.02972852224666574,30.458130689368012
311225,2007,0.019026793353671256,100.93499943398524
311230,2007,0.02210325085771588,51.86873478757939
311311,2007,0.04398979362246239,21.084696460329152
311312,2007,-0.0022664384897019565,17.557400957502377
311313,2007,0.0509942135575897,28.721192518352762
311320,2007,0.06842875093253048,64.68122255126839
311330,2007,0.024338910803018064,470.4702029761838
311340,2007,0.01988261795728081,220.25762454635876
311411,2007,0.0763380604530967,190.2654911434176
311412,2007,0.012275960741344192,320.01803228799537
311421,2007,0.025877848627812918,463.49047878799905
311422,2007,-0.02657522763892217,64.7899444259921
311423,2007,0.07424485888369498,148.02073957989487
311511,2007,0.0000847370984644877,379.3487465711215
311512,2007,0.03230717850271594,20.301859886545486
311513,2007,0.12107404004409864,369.8039385466202
311514,2007,0.017261453948478785,169.15287339620528
311520,2007,-0.011562438329093132,193.843929044644
311611,2007,0.0450806607034622,635.4362948220588
311612,2007,0.018815656150500477,878.8651312362612
311613,2007,0.011596135820863033,193.05968916415162
311615,2007,0.06440373156896602,447.5096938151226
311711,2007,0.09734236064760891,51.808911398160895
311712,2007,0.11655198742423792,413.56329522462113
311811,2007,0.010812873257413614,2822.8385988132445
311812,2007,0.001889807143048224,1399.6566416571602
311813,2007,0.010183402691893571,170.0386863578367
311821,2007,0.015381750104327522,210.81804664098752
311822,2007,0.006274911977686293,215.7729694838849
311823,2007,0.004703610147867009,62.51863630311906
311830,2007,0.06381570507954915,205.1424758916181
311911,2007,0.07119661548702096,150.0868303522945
311919,2007,0.017020612245407813,247.7195220600559
311920,2007,-0.007638469444888795,162.21393364487338
311930,2007,0.03543610498255558,119.68197854823227
311941,2007,-0.001366689567281417,191.52657063074608
311942,2007,0.00524746143159052,237.82155080429044
311991,2007,0.030978207622019253,409.89584721650255
311999,2007,0.007494917446304498,504.3808749045315
311,2012,0.006106626364232052,13553.708067363601
311111,2012,0.023598968794672357,166.76386113201528
311119,2012,0.011688825438011296,961.4539654055777
311211,2012,0.0031990506391484912,230.81359834453139
311212,2012,0.23471395985007426,52.54093938083341
311213,2012,0.05703934541138431,24.205326958369554
311221,2012,0.1234622387734829,57.81170467198694
311224,2012,0.0436320518103089,130.28142734684315
311225,2012,0.020374822895391262,91.1491469077676
311230,2012,0.05042945829809739,45.01316384560778
311313,2012,0.048327676218181626,28.799949978463186
311314,2012,0.07307285314848494,43.87118767419614
311340,2012,0.040963254517996824,178.06165935221307
311351,2012,0.0588130606112107,59.229452326602136
311352,2012,0.014863514780093658,624.2635943032776
311411,2012,0.08614300839383772,175.98331885536277
311412,2012,0.008846100769111093,341.53752687572256
311421,2012,0.035525917442897424,391.6001280631153
311422,2012,-0.028541432725736036,50.936380982872
311423,2012,0.07502049387564272,151.67873731551197
311511,2012,-0.0013514043607344372,355.68995677081784
311512,2012,0.026907877832782087,27.443249306839572
311513,2012,0.12432942141094692,369.7571850969771
311514,2012,0.02689627496692769,166.97496025936246
311520,2012,-0.012142772349283298,182.26733614153008
311611,2012,0.041119261667322486,620.4236781473064
311612,2012,0.022339468966680265,769.4752704595968
311613,2012,0.008077371277304617,170.14342232699232
311615,2012,0.05325415881712929,414.6667815817666
311710,2012,0.1220349867959839,418.7531667666073
311811,2012,0.010441616995621638,2584.2486322463196
311812,2012,0.0021008224957364094,1288.4998538422367
311813,2012,0.002868432715528712,177.5956314277578
311821,2012,0.016625501494759477,186.31536480135685
311824,2012,0.01074367096070757,278.30074534847904
311830,2012,0.0457750200700182,197.85351720315037
311911,2012,0.07099623256917521,157.5827549020292
311919,2012,0.022450712762684514,242.30844152779804
311920,2012,-0.017882629257722025,163.3185941500388
311930,2012,0.029943029017827697,88.804393840905
311941,2012,-0.0030913279824161008,170.99308820767737
311942,2012,0.011575603023429575,222.76168598026953
311991,2012,0.03874849476956733,441.1459765572666
311999,2012,0.013991838775575036,354.47536988724244
